sp1	sp2	true	method	dist	clade	portion
G000430765	G000632715	71.16085863999999	D2star	137.0668326475614	2	backbone
G001050435	G001436605	119.74787253	D2star	149.08181894410248	2	backbone
G000359605	G001436385	181.63671346	D2star	118.05562514770637	2	backbone
G001953785	G001435695	135.2433196	D2star	166.78492890192314	2	backbone
G001038565	G001712755	104.62053038999996	D2star	68.24722993175914	2	backbone
G900096905	G000620885	149.9358372	D2star	129.5621837659608	2	backbone
G001278805	G001434315	172.70098412	D2star	172.10704160152298	2	backbone
G001434705	G900094785	138.7551119	D2star	169.86896290004557	2	backbone
G000744825	G000235645	147.73299853999998	D2star	161.55040248303652	2	backbone
G000228925	G000228845	0.00453571	D2star	0.0334141660921023	2	backbone
G000430685	G001437435	158.69557148	D2star	168.70826665969932	2	backbone
G000612805	G001311195	195.14888058	D2star	211.51445917023517	2	backbone
G001811135	G000786645	170.94100448	D2star	151.53067438615813	2	backbone
G001434835	G000420365	113.09448394	D2star	154.1247948791528	2	backbone
G000469325	G001868555	146.50621841999998	D2star	145.9059261637686	2	backbone
G900113675	G001047695	149.94852132	D2star	123.84700092852594	2	backbone
G000330705	G001687195	150.82971162	D2star	103.92290227522068	2	backbone
G001767275	G001461825	179.79584836	D2star	190.37056133919177	2	backbone
G900142805	G000744285	148.54148750000002	D2star	200.9314729591764	2	backbone
G000723585	G000513095	110.06471607999998	D2star	54.35939260347902	2	backbone
G000505545	G000160575	213.7461019	D2star	148.21378905638343	2	backbone
G000228805	G001767275	145.7665242	D2star	174.48112826736	2	backbone
G900096905	G001902315	171.08326956	D2star	104.40355869376896	2	backbone
G000220335	G001436895	200.96929661	D2star	175.2943277191854	2	backbone
G000321185	G001311375	207.65005134	D2star	243.093229827066	2	backbone
G000380005	G000374345	192.68695113	D2star	211.8754855468336	2	backbone
G000213825	G001982095	154.47006283000002	D2star	124.67230580126292	2	backbone
G000967195	G000812025	223.71311618	D2star	152.12384001082586	2	backbone
G001878675	G000380025	176.54062413	D2star	174.67908750344358	2	backbone
G001868105	G000972995	174.96937591	D2star	106.74488951478642	2	backbone
G001274915	G000297025	198.43124554	D2star	175.38832275214594	2	backbone
G001854105	G000418515	125.97771712	D2star	166.07711782038683	2	backbone
G000187465	G000313345	162.24805393000003	D2star	223.76585721634365	2	backbone
G000228925	G000472265	162.15534230000003	D2star	217.18762907627095	2	backbone
G000196035	G000406925	118.14228029	D2star	88.09613255869594	2	backbone
G000744285	G001436505	117.28380445	D2star	139.20664381458008	2	backbone
G001434225	G000430685	160.05849978999998	D2star	168.23188274264922	2	backbone
G001434745	G000190475	192.00321379	us	184.30438	2	backbone
G000017005	G001435445	154.54898988000002	us	161.3154	2	backbone
G001617995	G000157355	150.07084996	us	149.58513	2	backbone
G000183685	G001436555	182.32042891	us	181.61777	2	backbone
G000698185	G001591865	197.29229782	us	201.36209	2	backbone
G001278755	G001050115	92.04580723	us	91.654236	2	backbone
G001438655	G000380125	139.86204024	us	136.61453	2	backbone
G000648015	G000187995	104.28072605	us	105.84193	2	backbone
G001436225	G001742205	127.44845387	us	130.56424	2	backbone
G000315445	G000159495	160.02908949	us	159.75896	2	backbone
G000583695	G001436605	94.31250572	us	95.73714	2	backbone
G000165675	G001437425	94.16119481	us	90.00064	2	backbone
G001461825	G001281175	194.6367158	us	196.8262	2	backbone
G001435695	G001698145	166.42749335000002	us	169.717	2	backbone
G000415005	G001436605	130.53721959	us	138.58887	2	backbone
G000770635	G000615365	162.88104363000002	us	162.70314	2	backbone
G000228385	G001975685	131.18531808	us	133.41312	2	backbone
G000786645	G000160075	171.86753976	us	168.19724	2	backbone
G000970795	G000374325	179.38704585	us	191.84639	2	backbone
G001591445	G001437605	176.86952689999998	us	176.9036	2	backbone
G001050435	G000196735	175.37660699000003	us	176.9682	2	backbone
G000188015	G001436295	158.33920353000002	us	156.90036	2	backbone
G900111295	G001869445	205.39173555	us	206.7338	2	backbone
G000008505	G001420715	83.991466	us	85.40202	2	backbone
G000772945	G001869655	226.63293377	us	227.35765	2	backbone
G000497245	G000698105	137.59659579	us	131.57779	2	backbone
G000005825	G001434225	165.40025627	us	163.23174	2	backbone
G000482325	G000832905	83.44485055999999	us	80.0806	2	backbone
G000521485	G900100125	184.41206346	us	189.50847	2	backbone
G001436595	G001420855	178.03272952999998	us	176.0584	2	backbone
G900111865	G000526655	77.67986189	us	74.660545	2	backbone
G001434315	G000091765	139.21537061	us	127.4478	2	backbone
G001591525	G000307875	82.07090600999999	us	82.1231	2	backbone
G000286395	G000224785	141.05181857000002	us	133.21237	2	backbone
G000183885	G001437125	145.08708355	us	146.24095	2	backbone
G001281175	G000006785	174.93866350000002	us	183.11436	2	backbone
G001564695	G001435345	148.40909934	us	146.35406	2	backbone
G000026065	G900111355	118.03096129000002	us	118.3155	2	backbone
G000285495	G000875895	152.91331162	us	143.67824	2	backbone
G000615905	G000740655	187.58313277	us	186.23578	2	backbone
G000269865	G000407365	143.41736798	us	146.76909	2	backbone
G000813025	G000418515	106.56732871	us	106.69936	2	backbone
G001982085	G000269945	142.31525705	us	142.99034	2	backbone
G000285535	G000313345	58.23620399	us	61.19653	2	backbone
G001420715	G000508405	168.98046136	us	163.15997	2	backbone
G000380025	G001311725	181.59154223	us	177.66151	2	backbone
G001436595	G001437425	113.48986353	us	118.057465	2	backbone
G000306965	G001435035	193.02644398	us	186.75052	2	backbone
G000512295	G000698105	229.77294973	us	234.31374	2	backbone
G001436255	G000772915	166.09711105000002	us	163.9083	2	backbone
G000317855	G000009865	188.56242351000003	us	183.9889	2	backbone
G000284835	G001436415	183.72400409	us	185.5749	2	backbone
G001312845	G000430785	169.50760193	us	162.41142	2	backbone
G000305495	G001314945	191.06894424	us	194.08022	2	backbone
G000026405	G900156915	198.8727625	us	192.39812	2	backbone
G000161895	G001981825	113.50065865	us	116.41373	2	backbone
G900106595	G001420715	112.1920369	us	111.19934	2	backbone
G000526675	G001050435	147.61588236	us	151.67789	2	backbone
G000430765	G000632715	71.16085863999999	us	70.87063	2	backbone
G001050435	G001436605	119.74787253	us	121.37259	2	backbone
G000359605	G001436385	181.63671346	us	182.86928	2	backbone
G001953785	G001435695	135.2433196	us	130.15953	2	backbone
G001038565	G001712755	104.62053038999996	us	105.951	2	backbone
G900096905	G000620885	149.9358372	us	153.11606	2	backbone
G001278805	G001434315	172.70098412	us	177.65048	2	backbone
G001434705	G900094785	138.7551119	us	139.11609	2	backbone
G000744825	G000235645	147.73299853999998	us	148.4464	2	backbone
G000228925	G000228845	0.00453571	us	0.0048568347	2	backbone
G000430685	G001437435	158.69557148	us	169.63695	2	backbone
G000612805	G001311195	195.14888058	us	197.40163	2	backbone
G001811135	G000786645	170.94100448	us	163.59055	2	backbone
G001434835	G000420365	113.09448394	us	109.27394	2	backbone
G000469325	G001868555	146.50621841999998	us	146.29837	2	backbone
G900113675	G001047695	149.94852132	us	149.76717	2	backbone
G000330705	G001687195	150.82971162	us	151.22314	2	backbone
G001767275	G001461825	179.79584836	us	176.16791	2	backbone
G900142805	G000744285	148.54148750000002	us	139.30302	2	backbone
G000723585	G000513095	110.06471607999998	us	102.73536	2	backbone
G000505545	G000160575	213.7461019	us	207.65782	2	backbone
G000228805	G001767275	145.7665242	us	146.75197	2	backbone
G900096905	G001902315	171.08326956	us	182.34927	2	backbone
G000220335	G001436895	200.96929661	us	192.84549	2	backbone
G000321185	G001311375	207.65005134	us	207.60995	2	backbone
G000380005	G000374345	192.68695113	us	190.56516	2	backbone
G000213825	G001982095	154.47006283000002	us	155.44223	2	backbone
G000967195	G000812025	223.71311618	us	225.44629	2	backbone
G001878675	G000380025	176.54062413	us	176.84032	2	backbone
G001868105	G000972995	174.96937591	us	171.95341	2	backbone
G001274915	G000297025	198.43124554	us	194.82745	2	backbone
G001854105	G000418515	125.97771712	us	125.27108	2	backbone
G000187465	G000313345	162.24805393000003	us	161.00085	2	backbone
G000228925	G000472265	162.15534230000003	us	162.44794	2	backbone
G000196035	G000406925	118.14228029	us	113.26514	2	backbone
G000744285	G001436505	117.28380445	us	117.27419	2	backbone
G001434225	G000430685	160.05849978999998	us	163.53229	2	backbone
G000010585	G000309565	159.0449442	D2star	190.57706557827177	2	queries
G000701305	G000175035	206.47964644	D2star	166.0906474084645	2	queries
G000248095	G000407365	132.12204796	D2star	145.22517425838765	2	queries
G000229145	G000160575	163.21798427	D2star	121.14677998165914	2	queries
G000829435	G000440115	178.70894797	D2star	124.26855440968237	2	queries
G001438695	G001598035	187.73499737000003	D2star	103.65943134949794	2	queries
G000228205	G000632715	168.78193098	D2star	245.88032497106303	2	queries
G000745125	G000026065	111.53957568	D2star	135.8655476429822	2	queries
G000014465	G000313915	124.71680497	D2star	217.4211924915063	2	queries
G000712035	G000960735	128.84094417	D2star	228.43071676880265	2	queries
G000701305	G000014445	200.70524103	D2star	140.65146140455707	2	queries
G000648175	G000407605	61.18671755	D2star	84.25444162822482	2	queries
G001708185	G001311075	185.85885744	D2star	213.32101522039363	2	queries
G000007845	G900142805	152.03627373	D2star	201.4541423091237	2	queries
G000701305	G000331575	82.87085093000002	D2star	86.64561830005466	2	queries
G001869395	G001313225	137.12874291	D2star	121.15603706823858	2	queries
G000177235	G001870015	209.19323265	D2star	182.92715164573215	2	queries
G001438695	G000234825	72.38957248	D2star	105.91317588980212	2	queries
G001313205	G000970685	185.5881634	D2star	179.64943091302436	2	queries
G900094975	G000237995	178.47905139	D2star	168.43909906531226	2	queries
G900110675	G000377765	185.27168643	D2star	149.8081441987977	2	queries
G000010585	G000615845	158.31515823	D2star	149.73764792407724	2	queries
G000309585	G000508325	176.05171451	D2star	123.96734305405876	2	queries
G000712035	G000981525	167.17494532	D2star	238.0253309666095	2	queries
G001869395	G900100295	217.96780226	D2star	200.4828603018647	2	queries
G001187595	G900142805	136.17123389	D2star	193.11635563537283	2	queries
G000014465	G001868545	127.73631934	D2star	113.76816989425566	2	queries
G001438695	G001742045	177.18337423	D2star	134.01341824350948	2	queries
G001074355	G001278805	145.99904235999998	D2star	210.4036087807013	2	queries
G900112935	G001313225	135.35849711	D2star	162.25678939740678	2	queries
G000407165	G000832985	142.04574323	D2star	77.79584353010193	2	queries
G000525955	G001437075	137.71584202	D2star	103.91150893789214	2	queries
G000745125	G000469325	124.02476581	D2star	187.92028172997007	2	queries
G000744255	G001543175	108.35587945	D2star	156.78869956328484	2	queries
G000745125	G001869945	158.32767476	D2star	126.38486681846088	2	queries
G000970775	G000615765	157.77783612	D2star	88.65511817137802	2	queries
G001278705	G001832905	159.69642876999998	D2star	145.8582165637053	2	queries
G001074355	G000235645	43.0594286	D2star	47.33169730579495	2	queries
G900110675	G001295365	173.23729582	D2star	190.8846856861427	2	queries
G000014465	G001742205	99.28030829	D2star	105.8035150180148	2	queries
G000245655	G001047695	206.52941216	D2star	108.93027403111928	2	queries
G000245655	G900110305	154.9818856	D2star	194.12252973820057	2	queries
G001313205	G000612865	184.50879508	D2star	221.02006292016264	2	queries
G001187595	G001274915	87.30456946999999	D2star	67.72164103912137	2	queries
G000744255	G001941785	141.80361917000002	D2star	188.38669647685765	2	queries
G900115845	G000383875	79.76754015	D2star	195.20703303516208	2	queries
G000011645	G000826125	102.48524795	D2star	86.7723691778348	2	queries
G001074355	G001867835	214.43311682	D2star	205.8263355089556	2	queries
G000245655	G001050475	188.76572495	D2star	112.75345078843152	2	queries
G001074355	G000746035	150.91546962	D2star	244.25178981666312	2	queries
G000744255	G001643245	146.83781434	D2star	95.92121905266204	2	queries
G000745125	G001591825	140.74542293999997	D2star	144.29875351685976	2	queries
G000014505	G000701685	184.01688269	D2star	172.74079599042366	2	queries
G001187595	G001590785	92.43475847	D2star	176.4130110281326	2	queries
G000011645	G000165675	198.12208374	D2star	233.40604476346468	2	queries
G000161935	G001311645	117.75245874	D2star	73.5511132916333	2	queries
G000504165	G000740715	66.27581195	D2star	65.54529998429304	2	queries
G000712035	G000482605	152.52950718	D2star	159.60783846851842	2	queries
G000228205	G001436755	145.90974917	D2star	157.4025156118606	2	queries
G000186205	G001436395	178.0662936	D2star	144.59569237098515	2	queries
G001438695	G000619785	177.03900264000004	D2star	139.2237338205729	2	queries
G001617605	G900106595	128.74134566	D2star	118.38460776306832	2	queries
G000430745	G001295365	85.16304302	D2star	34.087227494786504	2	queries
G000286115	G000421665	181.01731842	D2star	136.10409564329876	2	queries
G000245655	G001436455	211.59408926	D2star	116.62148881147488	2	queries
G000733585	G000422165	217.93363706	D2star	117.81636506380676	2	queries
G001437355	G001420715	189.82492129	D2star	172.40398045564837	2	queries
G001869395	G000235705	135.55721319	D2star	106.94284875087	2	queries
G000014465	G900142805	178.22532273000002	D2star	236.18815532238045	2	queries
G000829435	G001698145	210.57539606	D2star	184.80562813777715	2	queries
G000970775	G001868315	191.370303	D2star	105.8241654419228	2	queries
G000309585	G000377985	172.96031992000002	D2star	142.0022839615735	2	queries
G000712035	G000160675	153.82822106999998	D2star	195.0774338230498	2	queries
G000229145	G000159435	153.86296689	D2star	127.66234476642478	2	queries
G000229145	G001975685	127.41064341	D2star	64.00926448732932	2	queries
G000428865	G000224785	183.15993685	D2star	166.10844949804036	2	queries
G000014465	G000349725	100.67575617	D2star	116.5452958680902	2	queries
G900112935	G001982095	125.81317279	D2star	108.1918433555125	2	queries
G000177235	G001591585	98.98673303	D2star	60.63434434553732	2	queries
G000014465	G001807655	99.76430686	D2star	104.0361235649232	2	queries
G000007845	G000407285	147.96735432999998	D2star	98.28889696625176	2	queries
G001438695	G001869815	111.17128748000002	D2star	95.57443434772424	2	queries
G001438725	G000380085	137.12160988	D2star	124.30558275600016	2	queries
G001438805	G001432245	194.46035163	D2star	136.07276396564524	2	queries
G001012675	G000380025	171.98102767	D2star	138.11929218328638	2	queries
G001869395	G000188015	193.68914905	D2star	169.29075103062155	2	queries
G000648175	G000423105	154.03989159	D2star	101.01831334002296	2	queries
G001437355	G900113675	146.20517804	D2star	136.76633337552084	2	queries
G001438725	G000415185	109.89887629	D2star	114.56855184158644	2	queries
G000177235	G001429825	100.52454704	D2star	69.60531574132253	2	queries
G001869395	G000967245	154.87602415	D2star	90.6631938755353	2	queries
G001438725	G001868345	123.07264954	D2star	74.52239529889235	2	queries
G000292245	G000620905	126.71092875	D2star	89.51175472176853	2	queries
G001437355	G000374565	195.87602349	D2star	170.77829363558058	2	queries
G000014465	G001017485	178.37950937	D2star	197.71000682952837	2	queries
G000010585	G000309565	159.0449442	us	194.8828	2	queries
G000701305	G000175035	206.47964644	us	201.6726	2	queries
G000248095	G000407365	132.12204796	us	153.68904	2	queries
G000229145	G000160575	163.21798427	us	161.13043	2	queries
G000829435	G000440115	178.70894797	us	155.56718	2	queries
G001438695	G001598035	187.73499737000003	us	182.862	2	queries
G000228205	G000632715	168.78193098	us	170.43146	2	queries
G000745125	G000026065	111.53957568	us	108.77651	2	queries
G000014465	G000313915	124.71680497	us	96.80642	2	queries
G000712035	G000960735	128.84094417	us	141.50368	2	queries
