genome	a	true_clade_pl_err	b	method	cond	true_clade
G000998105	10069.0	2.0	0.0002	D2star	100scaled	12
G001789115	10069.0	1.0	0.0001	D2star	100scaled	12
G000996165	10069.0	0.0	0.0	D2star	100scaled	12
G001789365	10069.0	0.0	0.0	D2star	100scaled	12
G000337675	10069.0	1.0	0.0001	D2star	100scaled	13
G001920395	10069.0	1.0	0.0001	D2star	100scaled	13
G000969905	10069.0	0.0	0.0	D2star	100scaled	13
G000338775	10069.0	0.0	0.0	D2star	100scaled	13
G001629235	10069.0	1.0	0.0001	D2star	100scaled	13
G000008665	10069.0	0.0	0.0	D2star	100scaled	13
G001563795	10069.0	12.0	0.0012	D2star	100scaled	13
G000970025	10069.0	2.0	0.0002	D2star	100scaled	13
G900114835	10069.0	5.0	0.0005	D2star	100scaled	13
G000376445	10069.0	9.0	0.0009	D2star	100scaled	13
G001282785	10069.0	0.0	0.0	D2star	100scaled	13
G001512375	10069.0	0.0	0.0	D2star	100scaled	13
G001488575	10069.0	1.0	0.0001	D2star	100scaled	13
G000722915	10069.0	1.0	0.0001	D2star	100scaled	13
G001717035	10069.0	1.0	0.0001	D2star	100scaled	13
G001875345	10069.0	8.0	0.0008	D2star	100scaled	13
G000970125	10069.0	1.0	0.0001	D2star	100scaled	13
G000979995	10069.0	4.0	0.0004	D2star	100scaled	13
G001560635	10069.0	5.0	0.0005	D2star	100scaled	13
G000336655	10069.0	1.0	0.0001	D2star	100scaled	13
G000404225	10069.0	19.0	0.0019	D2star	100scaled	13
G000724145	10069.0	1.0	0.0001	D2star	100scaled	13
G000691865	10069.0	1.0	0.0001	D2star	100scaled	13
G000416085	10069.0	7.0	0.0007	D2star	100scaled	13
G001316245	10069.0	1.0	0.0001	D2star	100scaled	13
G900100715	10069.0	0.0	0.0	D2star	100scaled	13
G000245175	10069.0	2.0	0.0002	D2star	100scaled	13
G001918475	10069.0	1.0	0.0001	D2star	100scaled	13
G001742785	10069.0	2.0	0.0002	D2star	100scaled	13
G001315985	10069.0	3.0	0.0003	D2star	100scaled	13
G001305655	10069.0	4.0	0.0004	D2star	100scaled	13
G000337475	10069.0	5.0	0.0005	D2star	100scaled	13
G001940755	10069.0	6.0	0.0006	D2star	100scaled	13
G001918745	10069.0	1.0	0.0001	D2star	100scaled	13
G000011185	10069.0	2.0	0.0002	D2star	100scaled	13
G000336915	10069.0	1.0	0.0001	D2star	100scaled	13
G001568365	10069.0	0.0	0.0	D2star	100scaled	14
G001548375	10069.0	1.0	0.0001	D2star	100scaled	14
G001632145	10069.0	3.0	0.0003	D2star	100scaled	14
G001603165	10069.0	0.0	0.0	D2star	100scaled	14
G002018045	10069.0	2.0	0.0002	D2star	100scaled	14
G000252485	10069.0	1.0	0.0001	D2star	100scaled	14
G000437435	10069.0	0.0	0.0	D2star	100scaled	14
G000008545	10069.0	1.0	0.0001	D2star	100scaled	14
G001829155	10069.0	14.0	0.0014	D2star	100scaled	14
G000317085	10069.0	0.0	0.0	D2star	100scaled	14
G000300115	10069.0	4.0	0.0004	D2star	100scaled	14
G000230655	10069.0	2.0	0.0002	D2star	100scaled	14
G000757865	10069.0	1.0	0.0001	D2star	100scaled	14
G000317125	10069.0	8.0	0.0008	D2star	100scaled	14
G001007625	10069.0	0.0	0.0	D2star	100scaled	14
G000635715	10069.0	1.0	0.0001	D2star	100scaled	14
G000153065	10069.0	3.0	0.0003	D2star	100scaled	14
G000018945	10069.0	0.0	0.0	D2star	100scaled	14
G001039615	10069.0	0.0	0.0	D2star	100scaled	14
G000501615	10069.0	2.0	0.0002	D2star	100scaled	14
G001508115	10069.0	1.0	0.0001	D2star	100scaled	14
G001521855	10069.0	1.0	0.0001	D2star	100scaled	14
G001772335	10069.0	5.0	0.0005	D2star	100scaled	14
G001870225	10069.0	17.0	0.0017	D2star	100scaled	14
G000767275	10069.0	1.0	0.0001	D2star	100scaled	14
G000934435	10069.0	6.0	0.0006	D2star	100scaled	14
G000195275	10069.0	2.0	0.0002	D2star	100scaled	14
G001870905	10069.0	9.0	0.0009	D2star	100scaled	14
G001771345	10069.0	5.0	0.0005	D2star	100scaled	14
G000092565	10069.0	1.0	0.0001	D2star	100scaled	14
G000237805	10069.0	0.0	0.0	D2star	100scaled	14
G900104395	10069.0	1.0	0.0001	D2star	100scaled	14
G001426485	10069.0	1.0	0.0001	D2star	100scaled	1
G000184685	10069.0	1.0	0.0001	D2star	100scaled	1
G001594145	10069.0	12.0	0.0012	D2star	100scaled	1
G000024925	10069.0	8.0	0.0008	D2star	100scaled	1
G000768695	10069.0	6.0	0.0006	D2star	100scaled	1
G001423045	10069.0	0.0	0.0	D2star	100scaled	1
G001424905	10069.0	2.0	0.0002	D2star	100scaled	1
G001042635	10069.0	1.0	0.0001	D2star	100scaled	1
G001553285	10069.0	1.0	0.0001	D2star	100scaled	1
G000455825	10069.0	2.0	0.0002	D2star	100scaled	1
G001418495	10069.0	6.0	0.0006	D2star	100scaled	1
G000225525	10069.0	5.0	0.0005	D2star	100scaled	1
G000294515	10069.0	3.0	0.0003	D2star	100scaled	1
G000307245	10069.0	3.0	0.0003	D2star	100scaled	1
G000741765	10069.0	2.0	0.0002	D2star	100scaled	1
G000576595	10069.0	0.0	0.0	D2star	100scaled	1
G001606005	10069.0	1.0	0.0001	D2star	100scaled	1
G001696485	10069.0	1.0	0.0001	D2star	100scaled	1
G001888885	10069.0	0.0	0.0	D2star	100scaled	1
G001403775	10069.0	0.0	0.0	D2star	100scaled	1
G000414465	10069.0	1.0	0.0001	D2star	100scaled	1
G001429705	10069.0	3.0	0.0003	D2star	100scaled	1
G000620645	10069.0	2.0	0.0002	D2star	100scaled	1
G000741785	10069.0	1.0	0.0001	D2star	100scaled	1
G001307035	10069.0	9.0	0.0009	D2star	100scaled	1
G001278075	10069.0	9.0	0.0009	D2star	100scaled	1
G001812395	10069.0	2.0	0.0002	D2star	100scaled	1
G001313205	10069.0	0.0	0.0	D2star	100scaled	2
G000428865	10069.0	7.0	0.0007	D2star	100scaled	2
G000745125	10069.0	1.0	0.0001	D2star	100scaled	2
G000248095	10069.0	18.0	0.0018	D2star	100scaled	2
G000712035	10069.0	1.0	0.0001	D2star	100scaled	2
G001438725	10069.0	0.0	0.0	D2star	100scaled	2
G000229145	10069.0	4.0	0.0004	D2star	100scaled	2
G001617605	10069.0	9.0	0.0009	D2star	100scaled	2
G000010585	10069.0	0.0	0.0	D2star	100scaled	2
G900112935	10069.0	1.0	0.0001	D2star	100scaled	2
G001437355	10069.0	1.0	0.0001	D2star	100scaled	2
G001438805	10069.0	4.0	0.0004	D2star	100scaled	2
G000484595	10069.0	0.0	0.0	D2star	100scaled	2
G000829435	10069.0	6.0	0.0006	D2star	100scaled	2
G000245655	10069.0	3.0	0.0003	D2star	100scaled	2
G000648175	10069.0	2.0	0.0002	D2star	100scaled	2
G000430745	10069.0	9.0	0.0009	D2star	100scaled	2
G000292245	10069.0	11.0	0.0011	D2star	100scaled	2
G000014505	10069.0	6.0	0.0006	D2star	100scaled	2
G001187595	10069.0	2.0	0.0002	D2star	100scaled	2
G001869395	10069.0	7.0	0.0007	D2star	100scaled	2
G001012675	10069.0	1.0	0.0001	D2star	100scaled	2
G000161935	10069.0	2.0	0.0002	D2star	100scaled	2
G000007845	10069.0	0.0	0.0	D2star	100scaled	2
G001438695	10069.0	2.0	0.0002	D2star	100scaled	2
G000744255	10069.0	0.0	0.0	D2star	100scaled	2
G000177235	10069.0	12.0	0.0012	D2star	100scaled	2
G000228205	10069.0	0.0	0.0	D2star	100scaled	2
G000014465	10069.0	4.0	0.0004	D2star	100scaled	2
G900115845	10069.0	0.0	0.0	D2star	100scaled	2
G001278705	10069.0	5.0	0.0005	D2star	100scaled	2
G900094975	10069.0	0.0	0.0	D2star	100scaled	2
G000186205	10069.0	5.0	0.0005	D2star	100scaled	2
G000970775	10069.0	0.0	0.0	D2star	100scaled	2
G000286115	10069.0	1.0	0.0001	D2star	100scaled	2
G000011645	10069.0	0.0	0.0	D2star	100scaled	2
G000407165	10069.0	4.0	0.0004	D2star	100scaled	2
G000701305	10069.0	2.0	0.0002	D2star	100scaled	2
G000309585	10069.0	0.0	0.0	D2star	100scaled	2
G000733585	10069.0	1.0	0.0001	D2star	100scaled	2
G001074355	10069.0	3.0	0.0003	D2star	100scaled	2
G000525955	10069.0	1.0	0.0001	D2star	100scaled	2
G000006865	10069.0	4.0	0.0004	D2star	100scaled	2
G001708185	10069.0	3.0	0.0003	D2star	100scaled	2
G000504165	10069.0	8.0	0.0008	D2star	100scaled	2
G900110675	10069.0	1.0	0.0001	D2star	100scaled	2
G001869295	10069.0	6.0	0.0006	D2star	100scaled	2
G000424365	10069.0	0.0	0.0	D2star	100scaled	3
G900115215	10069.0	1.0	0.0001	D2star	100scaled	3
G000382085	10069.0	0.0	0.0	D2star	100scaled	3
G001486165	10069.0	5.0	0.0005	D2star	100scaled	3
G000469445	10069.0	8.0	0.0008	D2star	100scaled	3
G001508895	10069.0	1.0	0.0001	D2star	100scaled	3
G000247605	10069.0	1.0	0.0001	D2star	100scaled	3
G000702885	10069.0	0.0	0.0	D2star	100scaled	3
G000436215	10069.0	7.0	0.0007	D2star	100scaled	3
G001312505	10069.0	6.0	0.0006	D2star	100scaled	3
G900107575	10069.0	11.0	0.0011	D2star	100scaled	3
G000424205	10069.0	7.0	0.0007	D2star	100scaled	3
G000147675	10069.0	0.0	0.0	D2star	100scaled	3
G000751675	10069.0	6.0	0.0006	D2star	100scaled	3
G000435575	10069.0	13.0	0.0013	D2star	100scaled	3
G900106765	10069.0	1.0	0.0001	D2star	100scaled	3
G001513065	10069.0	2.0	0.0002	D2star	100scaled	3
G000178835	10069.0	8.0	0.0008	D2star	100scaled	3
G000017045	10069.0	0.0	0.0	D2star	100scaled	3
G000312365	10069.0	2.0	0.0002	D2star	100scaled	3
G900101015	10069.0	10.0	0.001	D2star	100scaled	3
G001995005	10069.0	5.0	0.0005	D2star	100scaled	3
G000492175	10069.0	2.0	0.0002	D2star	100scaled	3
G000173975	10069.0	6.0	0.0006	D2star	100scaled	3
G000436935	10069.0	7.0	0.0007	D2star	100scaled	3
G001795155	10069.0	2.0	0.0002	D2star	100scaled	4
G002011535	10069.0	3.0	0.0003	D2star	100scaled	4
G000406785	10069.0	0.0	0.0	D2star	100scaled	4
G000173655	10069.0	6.0	0.0006	D2star	100scaled	4
G000717335	10069.0	2.0	0.0002	D2star	100scaled	4
G000210055	10069.0	3.0	0.0003	D2star	100scaled	4
G001644275	10069.0	6.0	0.0006	D2star	100scaled	4
G000156175	10069.0	1.0	0.0001	D2star	100scaled	4
G001796415	10069.0	1.0	0.0001	D2star	100scaled	4
G000380725	10069.0	1.0	0.0001	D2star	100scaled	4
G000688415	10069.0	2.0	0.0002	D2star	100scaled	4
G001437845	10069.0	0.0	0.0	D2star	100scaled	4
G001570425	10069.0	1.0	0.0001	D2star	100scaled	4
G001293545	10069.0	4.0	0.0004	D2star	100scaled	4
G000830925	10069.0	0.0	0.0	D2star	100scaled	4
G000719275	10069.0	1.0	0.0001	D2star	100scaled	4
G000247715	10069.0	3.0	0.0003	D2star	100scaled	4
G000482805	10069.0	2.0	0.0002	D2star	100scaled	4
G000179395	10069.0	1.0	0.0001	D2star	100scaled	4
G000477955	10069.0	0.0	0.0	D2star	100scaled	4
G000196275	10069.0	0.0	0.0	D2star	100scaled	4
G001025035	10069.0	2.0	0.0002	D2star	100scaled	4
G001302685	10069.0	0.0	0.0	D2star	100scaled	4
G001412105	10069.0	2.0	0.0002	D2star	100scaled	4
G001894865	10069.0	4.0	0.0004	D2star	100scaled	4
G001767605	10069.0	1.0	0.0001	D2star	100scaled	4
G000504245	10069.0	8.0	0.0008	D2star	100scaled	4
G001796675	10069.0	1.0	0.0001	D2star	100scaled	4
G000519205	10069.0	4.0	0.0004	D2star	100scaled	4
G001795015	10069.0	2.0	0.0002	D2star	100scaled	4
G000241345	10069.0	2.0	0.0002	D2star	100scaled	4
G000599865	10069.0	3.0	0.0003	D2star	100scaled	4
G001969465	10069.0	2.0	0.0002	D2star	100scaled	4
G001806105	10069.0	2.0	0.0002	D2star	100scaled	5
G000686845	10069.0	1.0	0.0001	D2star	100scaled	5
G000376225	10069.0	11.0	0.0011	D2star	100scaled	5
G900111915	10069.0	1.0	0.0001	D2star	100scaled	5
G900102125	10069.0	1.0	0.0001	D2star	100scaled	5
G000213975	10069.0	1.0	0.0001	D2star	100scaled	5
G000711975	10069.0	0.0	0.0	D2star	100scaled	5
G000018785	10069.0	1.0	0.0001	D2star	100scaled	5
G001421015	10069.0	1.0	0.0001	D2star	100scaled	5
G000740805	10069.0	1.0	0.0001	D2star	100scaled	5
G001909285	10069.0	0.0	0.0	D2star	100scaled	5
G000437335	10069.0	7.0	0.0007	D2star	100scaled	5
G002003465	10069.0	11.0	0.0011	D2star	100scaled	5
G000430585	10069.0	3.0	0.0003	D2star	100scaled	5
G000733515	10069.0	0.0	0.0	D2star	100scaled	5
G000450985	10069.0	0.0	0.0	D2star	100scaled	5
G001049895	10069.0	2.0	0.0002	D2star	100scaled	5
G001649505	10069.0	4.0	0.0004	D2star	100scaled	5
G000165465	10069.0	0.0	0.0	D2star	100scaled	5
G001830015	10069.0	3.0	0.0003	D2star	100scaled	5
G001916215	10069.0	0.0	0.0	D2star	100scaled	5
G000024605	10069.0	7.0	0.0007	D2star	100scaled	5
G000300695	10069.0	1.0	0.0001	D2star	100scaled	5
G001512545	10069.0	9.0	0.0009	D2star	100scaled	5
G000508965	10069.0	0.0	0.0	D2star	100scaled	5
G900129805	10069.0	2.0	0.0002	D2star	100scaled	5
G000433035	10069.0	6.0	0.0006	D2star	100scaled	5
G000224335	10069.0	5.0	0.0005	D2star	100scaled	6
G000231275	10069.0	3.0	0.0003	D2star	100scaled	6
G001800985	10069.0	1.0	0.0001	D2star	100scaled	6
G000471965	10069.0	1.0	0.0001	D2star	100scaled	6
G000379665	10069.0	0.0	0.0	D2star	100scaled	6
G001438125	10069.0	8.0	0.0008	D2star	100scaled	6
G000318295	10069.0	0.0	0.0	D2star	100scaled	6
G001424585	10069.0	2.0	0.0002	D2star	100scaled	6
G000797445	10069.0	1.0	0.0001	D2star	100scaled	6
G001280515	10069.0	5.0	0.0005	D2star	100scaled	6
G000220235	10069.0	2.0	0.0002	D2star	100scaled	6
G900089075	10069.0	3.0	0.0003	D2star	100scaled	6
G000436435	10069.0	1.0	0.0001	D2star	100scaled	6
G000382125	10069.0	6.0	0.0006	D2star	100scaled	6
G000981645	10069.0	7.0	0.0007	D2star	100scaled	6
G900130035	10069.0	0.0	0.0	D2star	100scaled	6
G000423405	10069.0	3.0	0.0003	D2star	100scaled	6
G900116115	10069.0	4.0	0.0004	D2star	100scaled	6
G000768875	10069.0	1.0	0.0001	D2star	100scaled	6
G000430525	10069.0	4.0	0.0004	D2star	100scaled	6
G001769705	10069.0	0.0	0.0	D2star	100scaled	6
G000348805	10069.0	1.0	0.0001	D2star	100scaled	6
G000220585	10069.0	8.0	0.0008	D2star	100scaled	6
G000235885	10069.0	0.0	0.0	D2star	100scaled	6
G001280505	10069.0	0.0	0.0	D2star	100scaled	6
G001865655	10069.0	2.0	0.0002	D2star	100scaled	6
G000426565	10069.0	2.0	0.0002	D2star	100scaled	6
G000429865	10069.0	1.0	0.0001	D2star	100scaled	7
G000300855	10069.0	3.0	0.0003	D2star	100scaled	7
G000312545	10069.0	3.0	0.0003	D2star	100scaled	7
G001559035	10069.0	0.0	0.0	D2star	100scaled	7
G000344805	10069.0	2.0	0.0002	D2star	100scaled	7
G000017265	10069.0	0.0	0.0	D2star	100scaled	7
G000423645	10069.0	3.0	0.0003	D2star	100scaled	7
G000526315	10069.0	0.0	0.0	D2star	100scaled	7
G900129845	10069.0	2.0	0.0002	D2star	100scaled	7
G000738435	10069.0	13.0	0.0013	D2star	100scaled	7
G000382265	10069.0	12.0	0.0012	D2star	100scaled	7
G000518105	10069.0	2.0	0.0002	D2star	100scaled	7
G000429045	10069.0	6.0	0.0006	D2star	100scaled	7
G000012725	10069.0	2.0	0.0002	D2star	100scaled	7
G000445105	10069.0	0.0	0.0	D2star	100scaled	7
G000282595	10069.0	4.0	0.0004	D2star	100scaled	7
G000445145	10069.0	0.0	0.0	D2star	100scaled	7
G000188155	10069.0	1.0	0.0001	D2star	100scaled	7
G001292625	10069.0	3.0	0.0003	D2star	100scaled	7
G900101965	10069.0	4.0	0.0004	D2star	100scaled	7
G000172095	10069.0	6.0	0.0006	D2star	100scaled	7
G001469845	10069.0	3.0	0.0003	D2star	100scaled	7
G002007565	10069.0	1.0	0.0001	D2star	100scaled	7
G000242835	10069.0	4.0	0.0004	D2star	100scaled	7
G000759655	10069.0	11.0	0.0011	D2star	100scaled	7
G000697965	10069.0	0.0	0.0	D2star	100scaled	7
G001192655	10069.0	4.0	0.0004	D2star	100scaled	7
G001298265	10069.0	1.0	0.0001	D2star	100scaled	7
G000230555	10069.0	5.0	0.0005	D2star	100scaled	7
G001969385	10069.0	1.0	0.0001	D2star	100scaled	7
G001624625	10069.0	4.0	0.0004	D2star	100scaled	7
G000245075	10069.0	5.0	0.0005	D2star	100scaled	7
G000319385	10069.0	0.0	0.0	D2star	100scaled	7
G000497755	10069.0	4.0	0.0004	D2star	100scaled	7
G001438045	10069.0	1.0	0.0001	D2star	100scaled	7
G000179775	10069.0	3.0	0.0003	D2star	100scaled	7
G001427385	10069.0	3.0	0.0003	D2star	100scaled	7
G000511875	10069.0	1.0	0.0001	D2star	100scaled	8
G000023065	10069.0	4.0	0.0004	D2star	100scaled	8
G001995095	10069.0	10.0	0.001	D2star	100scaled	8
G002006995	10069.0	2.0	0.0002	D2star	100scaled	8
G001484985	10069.0	3.0	0.0003	D2star	100scaled	8
G000817295	10069.0	0.0	0.0	D2star	100scaled	8
G000444565	10069.0	1.0	0.0001	D2star	100scaled	8
G001422605	10069.0	3.0	0.0003	D2star	100scaled	8
G000220545	10069.0	8.0	0.0008	D2star	100scaled	8
G001447335	10069.0	1.0	0.0001	D2star	100scaled	8
G001420915	10069.0	5.0	0.0005	D2star	100scaled	8
G001562155	10069.0	1.0	0.0001	D2star	100scaled	8
G000591415	10069.0	2.0	0.0002	D2star	100scaled	8
G900116265	10069.0	0.0	0.0	D2star	100scaled	8
G001469895	10069.0	1.0	0.0001	D2star	100scaled	8
G000401175	10069.0	0.0	0.0	D2star	100scaled	8
G000382245	10069.0	2.0	0.0002	D2star	100scaled	8
G001562125	10069.0	0.0	0.0	D2star	100scaled	8
G900110905	10069.0	0.0	0.0	D2star	100scaled	8
G001458075	10069.0	0.0	0.0	D2star	100scaled	8
G001183545	10069.0	0.0	0.0	D2star	100scaled	8
G000153405	10069.0	0.0	0.0	D2star	100scaled	8
G001656285	10069.0	2.0	0.0002	D2star	100scaled	8
G000830985	10069.0	3.0	0.0003	D2star	100scaled	8
G001795365	10069.0	1.0	0.0001	D2star	100scaled	8
G000192965	10069.0	3.0	0.0003	D2star	100scaled	8
G001676225	10069.0	1.0	0.0001	D2star	100scaled	8
G000219275	10069.0	2.0	0.0002	D2star	100scaled	8
G000192925	10069.0	7.0	0.0007	D2star	100scaled	8
G000513735	10069.0	1.0	0.0001	D2star	100scaled	8
G900107845	10069.0	3.0	0.0003	D2star	100scaled	8
G000444645	10069.0	3.0	0.0003	D2star	100scaled	8
G000191145	10069.0	1.0	0.0001	D2star	100scaled	8
G000422425	10069.0	12.0	0.0012	D2star	100scaled	8
G900128755	10069.0	1.0	0.0001	D2star	100scaled	8
G000006925	10069.0	2.0	0.0002	D2star	100scaled	8
G001924935	10069.0	0.0	0.0	D2star	100scaled	8
G000297775	10069.0	3.0	0.0003	D2star	100scaled	9
G000214595	10069.0	0.0	0.0	D2star	100scaled	9
G000093025	10069.0	0.0	0.0	D2star	100scaled	9
G000007705	10069.0	1.0	0.0001	D2star	100scaled	9
G000021025	10069.0	4.0	0.0004	D2star	100scaled	9
G000168295	10069.0	1.0	0.0001	D2star	100scaled	9
G001582555	10069.0	3.0	0.0003	D2star	100scaled	9
G000014765	10069.0	0.0	0.0	D2star	100scaled	9
G001182045	10069.0	2.0	0.0002	D2star	100scaled	9
G000506865	10069.0	21.0	0.0021	D2star	100scaled	9
G900119765	10069.0	2.0	0.0002	D2star	100scaled	9
G000377645	10069.0	9.0	0.0009	D2star	100scaled	9
G001574555	10069.0	0.0	0.0	D2star	100scaled	9
G000226625	10069.0	3.0	0.0003	D2star	100scaled	9
G001005215	10069.0	6.0	0.0006	D2star	100scaled	9
G000428145	10069.0	3.0	0.0003	D2star	100scaled	9
G900112605	10069.0	3.0	0.0003	D2star	100scaled	9
G000733775	10069.0	1.0	0.0001	D2star	100scaled	9
G001682385	10069.0	22.0	0.0022	D2star	100scaled	9
G000684975	10069.0	0.0	0.0	D2star	100scaled	9
G001042525	10069.0	1.0	0.0001	D2star	100scaled	9
G000744875	10069.0	0.0	0.0	D2star	100scaled	9
G001431485	10069.0	0.0	0.0	D2star	100scaled	9
G000163775	10069.0	1.0	0.0001	D2star	100scaled	9
G001708975	10069.0	1.0	0.0001	D2star	100scaled	9
G000832305	10069.0	3.0	0.0003	D2star	100scaled	9
G001720395	10069.0	4.0	0.0004	D2star	100scaled	9
G000145255	10069.0	1.0	0.0001	D2star	100scaled	9
G000967305	10069.0	11.0	0.0011	D2star	100scaled	9
G001499755	10069.0	1.0	0.0001	D2star	100scaled	9
G000384955	10069.0	2.0	0.0002	D2star	100scaled	9
G000689195	10069.0	3.0	0.0003	D2star	100scaled	9
G001443675	10069.0	0.0	0.0	D2star	100scaled	9
G900113925	10069.0	1.0	0.0001	D2star	100scaled	9
G000026125	10069.0	1.0	0.0001	D2star	100scaled	9
G000377885	10069.0	0.0	0.0	D2star	100scaled	9
G900089455	10069.0	3.0	0.0003	D2star	100scaled	9
G000007385	10069.0	1.0	0.0001	D2star	100scaled	9
G000219045	10069.0	1.0	0.0001	D2star	100scaled	9
G001432305	10069.0	6.0	0.0006	D2star	100scaled	9
G000768065	10069.0	6.0	0.0006	D2star	100scaled	9
G900115085	10069.0	1.0	0.0001	D2star	100scaled	9
G000334955	10069.0	0.0	0.0	D2star	100scaled	9
G001801635	10069.0	5.0	0.0005	D2star	100scaled	9
G000319245	10069.0	0.0	0.0	D2star	100scaled	9
G001001285	10069.0	0.0	0.0	Eu	regscaled	0
G000990965	10069.0	1.0	0.0001	Eu	regscaled	0
G000998935	10069.0	1.0	0.0001	Eu	regscaled	0
G001824435	10069.0	0.0	0.0	Eu	regscaled	0
G001820095	10069.0	7.0	0.0007	Eu	regscaled	0
G001779925	10069.0	0.0	0.0	Eu	regscaled	0
G001778655	10069.0	4.0	0.0004	Eu	regscaled	0
G000993015	10069.0	6.0	0.0006	Eu	regscaled	0
G000993875	10069.0	3.0	0.0003	Eu	regscaled	0
G001820475	10069.0	0.0	0.0	Eu	regscaled	0
G001822765	10069.0	0.0	0.0	Eu	regscaled	0
G001775785	10069.0	1.0	0.0001	Eu	regscaled	0
G001822215	10069.0	9.0	0.0009	Eu	regscaled	0
G001783255	10069.0	0.0	0.0	Eu	regscaled	0
G000398025	10069.0	9.0	0.0009	Eu	regscaled	0
G001000025	10069.0	5.0	0.0005	Eu	regscaled	0
G001825445	10069.0	0.0	0.0	Eu	regscaled	0
G001780645	10069.0	1.0	0.0001	Eu	regscaled	0
G001780145	10069.0	2.0	0.0002	Eu	regscaled	0
G000989435	10069.0	2.0	0.0002	Eu	regscaled	0
G000991295	10069.0	9.0	0.0009	Eu	regscaled	0
G001889965	10069.0	8.0	0.0008	Eu	regscaled	0
G001821725	10069.0	1.0	0.0001	Eu	regscaled	0
G001793865	10069.0	4.0	0.0004	Eu	regscaled	0
G001872265	10069.0	9.0	0.0009	Eu	regscaled	0
G001821935	10069.0	4.0	0.0004	Eu	regscaled	0
G000990275	10069.0	1.0	0.0001	Eu	regscaled	0
G001824325	10069.0	0.0	0.0	Eu	regscaled	0
G001784285	10069.0	1.0	0.0001	Eu	regscaled	0
G001785545	10069.0	2.0	0.0002	Eu	regscaled	0
G001791035	10069.0	1.0	0.0001	Eu	regscaled	0
G001791655	10069.0	3.0	0.0003	Eu	regscaled	0
G001818855	10069.0	1.0	0.0001	Eu	regscaled	0
G001774495	10069.0	3.0	0.0003	Eu	regscaled	0
G001822655	10069.0	8.0	0.0008	Eu	regscaled	0
G001786355	10069.0	1.0	0.0001	Eu	regscaled	0
G001819635	10069.0	4.0	0.0004	Eu	regscaled	0
G001780635	10069.0	2.0	0.0002	Eu	regscaled	0
G001817505	10069.0	4.0	0.0004	Eu	regscaled	0
G001000675	10069.0	2.0	0.0002	Eu	regscaled	0
G001794055	10069.0	1.0	0.0001	Eu	regscaled	0
G001818445	10069.0	3.0	0.0003	Eu	regscaled	0
G001785275	10069.0	2.0	0.0002	Eu	regscaled	0
G000224765	10069.0	1.0	0.0001	Eu	regscaled	10
G000012965	10069.0	1.0	0.0001	Eu	regscaled	10
G002002665	10069.0	0.0	0.0	Eu	regscaled	10
G000020785	10069.0	6.0	0.0006	Eu	regscaled	10
G000980755	10069.0	2.0	0.0002	Eu	regscaled	10
G000745975	10069.0	0.0	0.0	Eu	regscaled	10
G001263205	10069.0	7.0	0.0007	Eu	regscaled	10
G001468855	10069.0	6.0	0.0006	Eu	regscaled	10
G000487995	10069.0	7.0	0.0007	Eu	regscaled	10
G001190755	10069.0	3.0	0.0003	Eu	regscaled	10
G001751165	10069.0	7.0	0.0007	Eu	regscaled	10
G001803525	10069.0	2.0	0.0002	Eu	regscaled	10
G000283915	10069.0	0.0	0.0	Eu	regscaled	10
G000379225	10069.0	3.0	0.0003	Eu	regscaled	10
G000405625	10069.0	2.0	0.0002	Eu	regscaled	10
G001830135	10069.0	8.0	0.0008	Eu	regscaled	10
G001830805	10069.0	1.0	0.0001	Eu	regscaled	10
G001795545	10069.0	0.0	0.0	Eu	regscaled	10
G000695975	10069.0	1.0	0.0001	Eu	regscaled	10
G000429305	10069.0	6.0	0.0006	Eu	regscaled	10
G001769835	10069.0	0.0	0.0	Eu	regscaled	10
G000013125	10069.0	2.0	0.0002	Eu	regscaled	10
G000714715	10069.0	13.0	0.0013	Eu	regscaled	10
G001798315	10069.0	2.0	0.0002	Eu	regscaled	10
G000762875	10069.0	0.0	0.0	Eu	regscaled	10
G001803785	10069.0	9.0	0.0009	Eu	regscaled	10
G001044505	10069.0	2.0	0.0002	Eu	regscaled	10
G001756595	10069.0	3.0	0.0003	Eu	regscaled	10
G000717475	10069.0	1.0	0.0001	Eu	regscaled	10
G000204255	10069.0	4.0	0.0004	Eu	regscaled	11
G900142495	10069.0	1.0	0.0001	Eu	regscaled	11
G001469535	10069.0	0.0	0.0	Eu	regscaled	11
G000417585	10069.0	1.0	0.0001	Eu	regscaled	11
G000012485	10069.0	12.0	0.0012	Eu	regscaled	11
G000425585	10069.0	0.0	0.0	Eu	regscaled	11
G001983935	10069.0	3.0	0.0003	Eu	regscaled	11
G001458535	10069.0	2.0	0.0002	Eu	regscaled	11
G000405945	10069.0	1.0	0.0001	Eu	regscaled	11
G001424305	10069.0	4.0	0.0004	Eu	regscaled	11
G001508335	10069.0	0.0	0.0	Eu	regscaled	11
G000786005	10069.0	1.0	0.0001	Eu	regscaled	11
G001918525	10069.0	4.0	0.0004	Eu	regscaled	11
G900097105	10069.0	0.0	0.0	Eu	regscaled	11
G001804315	10069.0	12.0	0.0012	Eu	regscaled	11
G001898495	10069.0	0.0	0.0	Eu	regscaled	11
G002007645	10069.0	2.0	0.0002	Eu	regscaled	11
G000218895	10069.0	11.0	0.0011	Eu	regscaled	11
G001824485	10069.0	5.0	0.0005	Eu	regscaled	11
G001625015	10069.0	7.0	0.0007	Eu	regscaled	11
